Исходные данные,Референс,Результат работы классификатора 
симуляция 56-10-F399-2995 Термический,симуляция 56-10-F399-2995 Механический,1
игла 6J-60-NA3G-1198 ,игла 6J-60-NA31-1198 ,0
пассатижи J5-50-I2U2-0581 Радиочастотный,игла J5-50-I2U2-0581 ,1
каталогизация VM-12-LRSM-1271 Оптический,опробование VM-12-LRSM-1271 Радиолокационный,1
клепка NH-86-FWBJ-4563 Акустический,гидростатика NH-86-FWBJ-4563 ,1
крестовина 77-65-F0MV-4697 Генетический,электросверло 77-65-F0MV-4697 ,1
стамеска 1R-82-0SEN-6431 Термический,стамеска 1R-82-0SEN-6431 Компьютерный,1
бита UA-82-W2AU-0479 ,краскопульт UX-20-0COQ-9068 ,0
паста O9-49-936N-1828 Экологический,такометр O9-49-936N-1828 Экологический,1
кисточка QM-27-FXYB-5090 Силовой,кисточка SL-03-197C-2262 ,0
нож I4-11-D0QU-6214 ,нож I4911-D0QU-6214 ,0
уровень XJ-50-MFTK-6651 ,уровень XJ-504MFTK-6651 ,0
градусник 8R-47-BX3P-9244 Радиолокационный,градусник 8R-47-BX3P-9244 ,1
компрессор XB-35-4WPS-9945 ,компрессор XB-35-4WPS-9945 ,1
полумесяц UK-48-2E3W-9707 ,полумесяц PK-88-P9ES-6351 ,0
детектор SX-65-70YU-2544 Металлургический,датчик SX-65-70YU-2544 Тепловой,1
рулетка LE-33-P4AG-5287 Кибернетический,пассатижи LE-33-P4AG-5287 Фотографический,1
рельс YK-61-16ZV-4254 Робототехнический,рельс YK-61-16ZV-4254 Метрологический,1
субкультура 76-54-RFLA-5680 ,субкультура O9-57-9YQC-2295 ,0
струновка FM-91-G3HT-4522 Проектировочный,струновка FM-91-G3HT-4522 ,1
нож EY-44-A7RF-9193 Генетический,нож ZE-71-Z4XO-6745 Регулирующий,0
крестовина F5-16-USJH-4209 Кинематический,компрессор F5-16-USJH-4209 ,1
электродвигатель 6U-53-G3NQ-3407 Радиотехнический,клепка 6U-53-G3NQ-3407 ,1
реостат LW-24-8G2I-5662 Архитектурный,реостат LW-24-7G2I-5662 Архитектурный,0
структурирование X9-48-EWNB-5681 Биотехнологический,структурирование X9-48-EWNB-5681 ,1
клепка LQ-76-7J69-5013 Экологический,клепка LQ-76-7J69-5013 ,1
имитация WQ-71-YWB8-2051 Химический,имитация WQ-71-YWB8-2051 Автоматический,1
каталогизация LI-43-Z3QH-1163 Вибрационный,каталогизация YQ-21-GN87-5249 ,0
субкультура L4-52-SORV-5311 ,субкультура RK-10-AZHQ-6583 ,0
переименование UW-61-CYKR-9862 ,переименование UW-61-CYKR39862 ,0
молоток 4I-76-L51N-1804 Проектировочный,молоток 4I-76-L51N-1864 Проектировочный,1
последовательность XE-69-ZKC3-0769 ,последовательность X0-69-ZKC3-0769 ,0
рельс XB-57-TWYP-4469 Энергетический,рельс XB-57-TWYP-4469 ,1
паста 4U-91-HAQ9-3771 ,паста 4U-91-HAQ9-8771 ,0
детектор MJ-16-BVUW-8159 ,детектор 3J-16-BVUW-8159 ,1
аргон 6Q-39-6884-0006 Проектировочный,аргон 6Q-39-0884-0006 Проектировочный,0
тент B1-03-E8PE-4465 Робототехнический,последовательность B1-03-E8PE-4465 Ядерный,1
плоскогубцы CT-51-0GR2-9145 ,плоскогубцы YQ-14-ZIJ7-3278 ,0
дырокол ET-41-LKVO-6636 ,дырокол K5-74-22F1-6402 ,0
отвертка VV-30-AADX-4095 Радиотехнический,отвертка VV-30-AADX-4095 ,1
аттестация OB-78-I2HO-1128 ,вихрь IS-67-X9QX-4717 ,0
сварка SF-00-G1O8-6707 Энергетический,вихрь SF-00-G1O8-6707 ,1
сварка 1F-73-LN3W-5179 Акустический,программатор 1F-73-LN3W-5179 Робототехнический,1
цилиндр XF-11-HQY1-5646 Конструктивный,цилиндр WT-13-GRGQ-3412 Конструктивный,0
имитация 4H-26-Y2UP-4355 Энергетический,имитация 4H-26-32UP-4355 Энергетический,1
клапан D3-93-03FU-6082 Криогенный,клапан D3-93-03FU-6082 Кибернетический,1
бита BX-63-C1PV-2400 Силовой,оружие BX-63-C1PV-2400 Силовой,1
детектор CG-90-76RK-2398 ,цилиндр CG-90-76RK-2398 ,1
олово KQ-61-GU6I-6666 Биомедицинский,олово KQ-61-GU6I-6666 Робототехнический,1
пассатижи IK-50-8ND4-2686 ,пассатижи OQ-78-YB9M-2892 ,0
игла TD-05-1PJT-8799 Механический,игла TD-05-1PJT-8799 Расчетный,1
последовательность 3B-32-XNWO-5295 ,градусник 3B-32-XNWO-5295 ,1
клепка ML-19-DTHV-0118 Исследовательский,клепка ML-99-DTHV-0118 ,0
клещи K1-75-JNC2-7010 Исследовательский,ассоциация K1-75-7NC2-7010 Исследовательский,0
шпатель K0-36-A9OM-7024 Архитектурный,электродвигатель K0-36-A9OM-7024 Архитектурный,1
спарка SI-76-915G-9821 ,спарка A1-53-BDZO-1119 ,0
антенна M0-69-CY3M-6521 Экологический,шкала M0-69-CY3M-6521 Термический,1
клещи TB-11-Q1CT-6141 Архитектурный,клещи TB-11-Q1CT-6141 ,1
струновка DF-52-HDXH-6305 ,струновка DF-52-HDX2-6305 ,0
струновка 7O-25-3ZZY-2962 Автоматический,крестовина 7O-25-3ZZY-2962 ,1
амортизация HO-66-V847-2947 Радиочастотный,амортизация 7O-66-V847-2947 Радиочастотный,0
клапан EM-83-K0NA-6090 ,клапан ZE-02-XVRP-0477 ,0
настой AD-59-3976-9516 Безопасностный,настой AD-59-3976-9516 ,1
крюки I2-58-LC6E-9382 ,крюки I7-58-LC6E-9382 ,0
настой DF-45-23P6-7254 Металлургический,настой DF-45-23P6-7254 ,1
краскопульт SY-85-B3JG-1321 Робототехнический,краскопульт SY-85-B3JG-1321 ,1
такометр LA-34-QK48-1995 ,такометр OX-86-27OM-6572 ,0
переименование HV-19-TLXS-6261 ,переименование GP-02-R1XR-5385 ,0
цилиндр UN-21-X9V5-1544 Управляющий,вихрь UN-21-X9V5-1544 ,1
сварка UN-94-LU84-2977 ,сварка SX-90-WPZB-2640 ,0
пила NY-23-ZASF-7582 ,спарка NY-23-ZASF-7582 ,1
антенна 4X-37-81UI-1639 Радиочастотный,пульсометр 4X-37-81UI-1639 Радиолокационный,1
градусник L5-26-BBS2-7679 ,градусник L5-56-BBS2-7679 ,0
такометр Q9-62-6Q03-6082 Микробиологический,фонарь Q9-62-6Q03-6082 ,1
катушка Q7-23-TAEA-5803 Нанотехнологический,идеализация Q7-23-TAEA-5803 Силовой,1
олово 9M-99-7P0V-3464 ,олово 9M-99-7P0V-9464 ,0
детектор 4D-93-I3LJ-4888 ,детектор BH-11-CFJK-6669 ,0
шпатель I7-13-GLMB-1107 Регулирующий,клещ I7-13-GLMB-1107 Регулирующий,1
датчик B7-87-9BOI-2618 ,датчик B7-87-9BOI-2618 ,1
двигатель HA-57-L3IH-3364 Безопасностный,лагерь HA-57-L3IH-3364 ,1
крестовина NJ-75-KRFG-9062 Биотехнологический,крестовина N0-75-KRFG-9062 Биотехнологический,0
шкала V4-91-VYD0-3113 Метрологический,шкала V4-91-VYD0-3113 ,1
нож V1-79-041X-1459 Ядерный,нож V1-79-041X-1459 Кинематический,1
клещ Z5-23-S35P-5953 Металлургический,клещ TI-33-GUFZ-2081 Металлургический,0
клещ 5U-17-W7HE-5043 ,клещ 5U-171W7HE-5043 ,0
энтузиазм 84-39-PC5O-5449 Пневматический,игла 84-39-PC5O-5449 Радиочастотный,1
водоснабжение HF-58-WHNU-2739 Микробиологический,водоснабжение HF-58-WHNU-2739 ,1
якорь 12-39-G0XL-7750 ,якорь 8S-33-A817-8855 ,0
лента NN-81-8BSL-6311 ,лента BJ-77-FZ1I-5238 ,0
спарка 6B-21-YKKP-7740 Исследовательский,спарка 6B-21-YKKP-7740 Автоматический,0
компрессор F6-79-8PHA-7189 Исследовательский,компрессор F6-79-8PHA-7119 Исследовательский,0
рельс 8B-72-UH8G-2232 ,рельс LO-70-NNN3-2861 ,0
вал KW-28-XQ5V-1455 ,вал KW-28-XQ8V-1455 ,0
врезка 4X-89-4VVP-8493 ,врезка 4X-89-4VVP-8403 ,0
симуляция T6-03-RLRW-8184 ,симуляция DA-19-D09H-9885 ,0
жесткость EO-51-ZJPS-1666 Лазерный,жесткость EO-51-ZJPS-1666 Ядерный,1
шкала U1-76-JXWM-0840 ,отвертка U1-76-JXWM-0840 ,1
энтузиазм RF-75-DEQZ-8452 Проектировочный,энтузиазм RF-75-DEQ6-8452 Проектировочный,0
оврископ UO-45-IKR4-6957 Расчетный,оврископ UO-49-IKR4-6957 Расчетный,0
идеализация D0-71-7YLK-3429 ,идеализация D0-71-7Y9K-3429 ,0
гидрамеханика XG-69-HLQX-6658 Кинематический,гидрамеханика EQ-96-SNVH-1955 Кинематический,0
тара P8-45-5NS8-0997 ,тара RQ-42-CW41-8563 ,0
ключ T8-78-MEZ7-1776 ,ключ T8-78-MEZ9-1776 ,1
пассатижи 2R-75-76XQ-7931 Гравитационный,пассатижи M0-32-JF4I-2764 Гравитационный,0
лента JZ-06-MRTN-9452 Расчетный,шпатель JZ-06-MRTN-9452 ,1
электросверло LO-18-ARK8-7755 Радиотехнический,электросверло LO-18-A7K8-7755 Радиолокационный,0
уровень OF-04-YEK9-1971 Радиотехнический,уровень OF-04-YEK9-1971 ,1
градусник 3Z-99-78QZ-9008 ,градусник 3Z-99-78QZ-9508 ,0
проточка BX-02-86MI-3658 Вибрационный,проточка RB-20-H4MR-3488 ,0
кисточка L9-40-C8X9-8581 ,кисточка L9-40-C8X6-8581 ,0
эксперимент FB-09-04Q2-2505 Биотехнологический,шуруповерт FB-09-04Q2-2505 ,1
врезка A8-86-KOT5-2829 ,врезка A8-86-KO35-2829 ,0
оружие VW-18-F456-1721 Генетический,оружие VW-16-F456-1721 Генетический,0
рельс I2-63-4BCJ-4599 ,диспергирование I2-63-4BCJ-4599 ,1
электросверло O8-62-V1AO-5071 ,двутавр 9N-23-SJDS-6050 ,0
программатор 0A-48-VYCW-1672 Регулирующий,переименование 0A-48-VYCW-1672 ,1
игла 7G-35-OB2W-0920 ,антенна 7G-35-OB2W-0920 ,1
ассоциация 9P-90-6P69-6236 ,амортизация 9P-90-6P69-6236 ,0
гидростатика H0-33-F9O4-2458 Радиочастотный,трапеция H0-33-F9O4-2458 Радиочастотный,1
станция 5S-08-R7WS-8911 Лазерный,энтузиазм 5S-08-R7WS-8911 ,1
тара SF-25-DZSK-1459 Технический,тара SF-25-DZSK-1459 Безопасностный,1
идеализация V5-65-YTL8-0618 Механический,идеализация V5-65-YTL8-0618 Химический,1
переименование JJ-00-YOMP-8353 ,аттестация JJ-00-YOMP-8353 ,1
диспергирование 31-23-VJI0-8700 Нанотехнологический,диспергирование 31-23-VJI0-8780 Нанотехнологический,0
пилка XC-50-PSBT-3829 Эргономический,пилка XC-53-PSBT-3829 Эргономический,0
холодильник KT-52-K1YV-3148 ,холодильник KT-56-K1YV-3148 ,0
паяльник SJ-31-QMHX-6223 ,паяльник 4Y-59-ADUQ-6841 ,0
сварка MH-61-P3LP-5034 Биомедицинский,детектор MH-61-P3LP-5034 ,1
цанга VX-27-JK2W-6882 Лазерный,циркуль VX-27-JK2W-6882 ,1
аттестация JA-36-ZQ21-1557 ,клещи JA-36-ZQ21-1557 ,1
тисочки 8G-81-VNZU-2330 Металлургический,тисочки K9-94-WUVC-6581 Металлургический,0
рулетка GZ-98-NLVQ-4665 ,рулетка PI-38-WEN7-3992 ,0
термометр P9-94-W4IL-2548 Акустический,моделирование P9-94-W4IL-2548 ,1
каталогизация SE-00-HUES-5044 ,каталогизация 3E-00-HUES-5044 ,0
водоснабжение N7-50-H7HY-5881 Термический,крюки N7-50-H7HY-5881 ,1
ассоциация 3Z-33-Q0MZ-5355 ,ассоциация NB-46-Q6XZ-6228 ,0
темномер H5-28-8MKP-7757 Радиолокационный,гирокомпас H5-28-8MKP-7757 Кинематический,1
ключ RW-37-169R-9739 Энергетический,пульсометр RW-37-169R-9739 ,1
бита DA-23-96K1-7938 ,бита IG-57-5D6U-1099 ,0
переименование XR-70-855H-0965 Механический,переименование H3-97-AHWX-3401 Механический,0
переименование Y9-20-G4TB-9230 ,переименование P3-00-JBBI-6799 ,0
структурирование YV-10-P8EH-5308 ,структурирование 2V-10-P8EH-5308 ,0
доска JY-63-FHQA-6115 Компьютерный,двигатель JY-63-FHQA-6115 ,1
цанга 20-05-M3DD-5752 ,цанга 20-05-M3DD65752 ,0
шуруповерт LH-82-9G38-4559 Металлургический,пульсометр LH-82-9G38-4559 ,1
гидрамеханика 74-35-QB7O-1942 Генетический,ключ 74-35-QB7O-1942 Термический,1
катушка RD-70-9K3P-2133 Компьютерный,катушка RD-70-9K3P-2133 Полупроводниковый,1
аппаратура 8Y-68-U417-8874 Электрический,компрессор 8Y-68-U417-8874 Фотографический,1
