Исходные данные,Референс,Классификатор 
энтузиазм 87-31-URUA-6424 ,энтузиазм WF-03-W89V-1358 ,0
каталогизация LS-41-881V-1031 Биотехнологический,диспергирование LS-41-881V-1031 Автоматический,1
ассоциация V0-87-873V-0415 ,ассоциация V0-27-873V-0415 ,0
электродвигатель LF-96-ROZK-7226 ,эксперимент LF-86-ROZK-7226 ,0
структурирование 54-88-AGVQ-3186 ,циркуль 54-88-AGVQ-3186 ,1
клещ QS-26-KG2L-2645 Акустический,нож QS-26-KG2L-2645 Ядерный,1
фильтр BW-65-1EHY-8225 Термический,темномер BW-65-1EHY-8225 ,1
стамеска HL-50-UP2N-3483 Конструктивный,стамеска HL-502UP2N-3483 Конструктивный,0
лента WX-75-XD17-9155 ,лента WX-75-XD17-9655 ,0
олово 91-92-FGU3-3681 ,олово G3-61-SDA9-4179 ,0
молоток 1T-50-AIAG-1191 Механический,паяльник 1T-50-AIAG-1191 ,1
уровень 4Z-87-C62Z-3607 Сверхпроводящий,клещ 4Z-87-C62Z-3607 ,1
водоснабжение QV-26-SJNC-2726 Архитектурный,трапеция QV-26-SJNC-2726 Управляющий,1
пилка AU-66-SZ1S-8182 Конструктивный,кисточка AU-66-SZ1S-8182 ,1
уровень O6-13-O5PX-2932 ,амортизация O6-13-O5PX-2932 ,1
крюки 4Y-80-SR6D-2576 ,крюки CI-32-V7OK-6196 ,0
игла L9-77-7R1P-9943 ,пульсометр L9-77-7R1P-9943 ,1
гидрамеханика 3R-67-AM2W-0852 Расчетный,двигатель 3R-67-AM2W-0852 ,1
опробование XH-67-7M6T-6720 Сверхпроводящий,имитация XH-67-7M6T-6720 ,1
клещи X5-84-ODSO-7571 Силовой,паяльник X5-84-ODSO-7571 ,1
электросверло H8-16-4KJ4-0888 ,электросверло A4-64-78K0-6025 ,0
аналитика 6U-88-WMUM-4309 Оптический,аналитика 6U-88-WMUM-4309 ,1
аналитика QE-26-BVVD-2235 ,аналитика QE-267BVVD-2235 ,0
струновка 78-01-1EKT-8511 Геотехнический,струновка BP-78-H8CY-0372 Геотехнический,0
аппаратура M3-74-Q82P-6457 Управляющий,лагерь M3-74-Q82P-6457 ,1
антенна CQ-80-NFAH-5729 ,паяльник CQ-80-NFAH-5729 ,1
дырокол 2J-91-M7U7-2458 ,дырокол QU-65-UZRH-2127 ,0
компрессор DX-23-DAKO-4508 ,компрессор 1U-81-3DH3-0714 ,0
пульсометр 5C-14-XQQP-6016 ,пульсометр 5C-14-XQQP-6066 ,0
паста G4-58-343Z-6145 Газодинамический,паста Z3-88-IUW5-7435 Газодинамический,0
клещи WX-75-I4LZ-1824 Вибрационный,клещи WX-75-I4LZ-5824 Вибрационный,0
идеализация AU-22-9OIB-7882 Безопасностный,уровень AU-22-9OIB-7882 ,1
клепка 89-45-2ZKD-1461 ,клепка AW-55-XADK-6654 ,0
цанга OV-56-U120-3757 Энергетический,цанга O2-56-U120-3757 Энергетический,0
ключ 4C-18-0RWH-6083 Фотографический,ключ 4C-18-0RWH-6083 ,1
аналитика Q1-11-4PRM-3261 Радиочастотный,аналитика 57-77-S19Q-0999 Радиолокационный,0
стамеска TX-76-633M-0952 Аэродинамический,стамеска TX-76-633M-7952 Аэродинамический,0
доска RV-48-DBMI-8347 Проектировочный,аргон RV-48-DBMI-8347 ,1
электросверло YM-89-38I2-2049 ,электросверло YM-89-38I0-2049 ,0
пассатижи WK-21-MVKR-9964 Электрический,пассатижи WK821-MVKR-9964 Электрический,0
диспергирование 77-98-XF3M-7700 ,доска 77-98-XF3M-7700 ,1
пилка MS-19-FMOI-5504 Безопасностный,пилка M1-19-FMOI-5504 Безопасностный,0
катушка LE-36-H1O6-4562 ,катушка CJ-77-HYJL-2998 ,0
аргон N0-39-VQ6T-2542 ,аргон N0-38-VQ6T-2542 ,0
тент R3-59-LFY5-5441 Микробиологический,тент BR-09-13WV-9594 ,0
имитация NE-49-18G8-3647 Эргономический,имитация O1-06-7V1I-5293 Эргономический,0
тара UU-57-MRTI-2610 ,тара UU-57-MRTI-0610 ,0
стамеска H7-15-JB8V-2036 Кибернетический,стамеска H7-15-JB8V-2036 ,1
полумесяц 8O-45-HYDB-4443 Микробиологический,полумесяц 83-45-HYDB-4443 Микробиологический,0
переименование FJ-46-6BI7-9641 Гальванический,переименование FJ546-6BI7-9641 Гальванический,0
эксперимент U0-20-5816-9470 ,эксперимент U0-20-5856-9470 ,0
аппаратура DF-98-90PQ-6044 ,аппаратура DF-98-90PQ76044 ,0
лагерь 71-93-1CBE-3784 Пневматический,аппаратура 71-93-1CBE-3784 Энергетический,1
струновка NG-49-1DVL-1740 Ядерный,струновка NG-49-1DVL-1740 ,1
трапеция DQ-94-RLB5-1242 Автоматический,датчик DQ-94-RLB5-1242 Сверхпроводящий,1
аттестация WK-35-I6EM-1630 ,аттестация RG-19-1VUF-5595 ,0
аппаратура ZX-20-6PMQ-8389 Нанотехнологический,аппаратура ZX-20-6P2Q-8389 Нанотехнологический,0
анализатор ON-50-S4QD-3635 ,анализатор X5-57-XZ1N-0132 ,0
аргон 1E-50-K1LG-7694 Химический,аргон S7-19-39IE-3704 Химический,0
струновка 14-59-F8N6-8621 Эргономический,клещи 14-59-F8N6-8621 ,1
темномер J3-49-A534-9367 ,темномер LY-39-ETW8-1409 ,0
катушка JS-51-HTGB-0549 Нанотехнологический,струновка JS-51-HTGB-0549 Компьютерный,1
стамеска 31-86-AP4H-5343 Исследовательский,стамеска 31-86-AP4H-5343 Кинематический,1
водоснабжение XB-05-SZA4-6068 ,водоснабжение 8B-05-SZA4-6068 ,0
диспергирование Y4-55-EVAQ-2455 Геотехнический,пассатижи Y4-55-EVAQ-2455 ,1
реостат OI-31-2M9U-0701 Кибернетический,бита OI-31-2M9U-0701 ,1
сварка NV-65-P1VM-7533 Радиочастотный,трапеция NV-65-P1VM-7533 ,1
шуруповерт BW-63-TOXR-2160 Телекоммуникационный,амортизация BW-63-TOXR-2160 Исследовательский,1
бита RB-42-DVBH-1875 Робототехнический,бита RB-42-DVBH-1875 Компьютерный,1
каталогизация HC-18-HNBT-6395 Кибернетический,паяльник HC-18-HNBT-6395 ,1
каталогизация AF-50-TBCU-8124 ,гидростатика AF-50-TBCU-8124 ,1
опробование AP-80-GQTD-2250 Эргономический,крестовина AP-80-GQTD-2250 ,1
доска 1D-91-IEWP-4280 Пневматический,рулетка 1D-91-IEWP-4280 ,1
аналитика LI-90-XKC7-7958 Гальванический,аппаратура LI-90-XKC7-7958 ,1
переименование D4-56-Y0QS-7076 Телекоммуникационный,переименование D4-56-Y0QS-7076 ,1
пассатижи M9-92-15XN-5169 Архитектурный,пассатижи M9-92-55XN-5169 Архитектурный,0
ключ SZ-16-T4PC-9524 Аэродинамический,аналитика SZ-16-T4PC-9524 Компьютерный,1
пассатижи WP-75-A648-8119 ,кисточка WP-75-A648-8119 ,1
тисочки 0L-50-D1TJ-8346 Акустический,пила 0L-50-D1TJ-8346 Геотехнический,1
уровень EX-74-BYR3-9172 Технический,темномер EX-74-BYR3-9172 Термический,1
электродвигатель JE-62-7QN4-5926 ,электродвигатель D5-66-81EW-5505 ,0
нож 3S-18-BK3E-1885 Радиотехнический,нож 3S-18-BK3E-1885 ,1
рычаг VB-13-ESFZ-2832 ,рычаг VB-137ESFZ-2832 ,0
клепка V9-81-4F6D-9716 Фотографический,субкультура V9-81-4F6D-9716 Фотографический,1
нож TH-68-CQ3M-2027 Гравитационный,нож TH768-CQ3M-2027 Гравитационный,0
тисочки GU-67-ODOV-3938 Криогенный,тисочки XB-23-Y6Q8-7435 Криогенный,0
электросверло OE-13-PYJD-9307 ,электросверло 7H-82-RKHK-8945 ,0
проточка M2-46-0QS6-3025 Гидравлический,аппаратура M2-46-0QS6-3025 ,1
реостат BA-01-VVJ8-1093 ,реостат M8-13-5VQS-0555 ,0
темномер 1E-74-A1C4-8167 ,темномер 1E-74-A1C4-8117 ,0
проточка KP-58-VGUY-6365 Акустический,субкультура KP-58-VGUY-6365 ,1
врезка WP-58-OS2Y-3303 ,врезка WP-58-O22Y-3303 ,0
ключ RS-12-HXRO-8851 Энергетический,ключ RS-12-HXRO-8851 ,1
проточка 8K-09-93TN-4597 Биомедицинский,тент 8K-09-93TN-4597 Биомедицинский,1
термометр 5R-40-HLU5-2732 ,термометр 5R240-HLU5-2732 ,0
водоснабжение WW-20-UT6P-2202 Термический,эксперимент WW-20-UT6P-2202 ,1
якорь 7E-59-91N1-0435 Кибернетический,моделирование 7E-59-91N1-0435 ,1
тара OC-52-P0HH-2646 Радиотехнический,тара OC-52-P07H-2646 Радиотехнический,0
трапеция 6C-19-IMKB-3891 Металлургический,двигатель 6C-19-IMKB-3891 Расчетный,1
пассатижи OA-95-JFE7-4990 Радиочастотный,пила OA-95-JFE7-4990 ,1
вал 8S-84-EQX4-5855 Конструктивный,вал ZK-65-TUJD-4448 Конструктивный,0
краскопульт DW-99-RLXK-9700 Технический,паяльник DW-99-RLXK-9700 Силовой,1
паста PD-26-V3PH-4420 Ядерный,цилиндр PD-26-V3PH-4420 ,1
датчик 8P-49-U8M8-7481 Безопасностный,рельс 8P-49-U8M8-7481 Робототехнический,1
лагерь 6R-88-J0K9-8095 ,лагерь MD-78-U7PU-7013 ,0
реостат JB-80-F7RU-9501 Метрологический,реостат JB-80-F7RU-9501 ,1
сварка NC-33-906W-3714 ,нож NC-33-906W-3714 ,1
тисочки XR-61-3D9M-7588 Гравитационный,тисочки 1U-09-0TDK-4962 Гравитационный,0
клепка 5T-24-59FH-0786 ,клепка 5T824-59FH-0786 ,0
вихрь 8E-94-JXIU-6684 Расчетный,вихрь 8E-94-JXIU-6684 ,1
молоток J1-21-DKEM-5072 Гидравлический,игла J1-21-DKEM-5072 ,1
пассатижи VM-41-H768-9508 Эргономический,кисточка VM-41-H768-9508 ,1
структурирование H4-12-N56Q-4345 Микробиологический,структурирование T8-46-UOFA-5326 Микробиологический,0
холодильник ZS-29-4PQD-2779 Термический,тренога ZS-29-4PQD-2779 ,1
пульсометр U8-07-MMPX-0631 ,пульсометр U8-17-MMPX-0631 ,0
лагерь 0R-71-PO1R-6361 Конструктивный,лагерь I5-38-9J3O-2478 Конструктивный,0
бита 70-72-MVHT-1193 ,бита 85-94-VSY5-0500 ,0
ключ SM-75-G0O3-6942 Нанотехнологический,уровень SM-75-G0O3-6942 ,1
детектор Y5-89-PE6J-0873 Конструктивный,тисочки Y5-89-PE6J-0873 ,1
жесткость TJ-87-7WJS-1085 Геотехнический,оврископ TJ-87-7WJS-1085 Геотехнический,1
краскопульт BJ-44-4QWQ-4999 Электрический,электродвигатель BJ-44-4QWQ-4999 ,1
трапеция K9-43-DO1N-1578 Гальванический,темномер K9-43-DO1N-1578 ,1
пила N9-64-5J08-8679 Силовой,пила N9-68-5J08-8679 Силовой,0
рельс ZQ-71-TYFF-0093 Гальванический,плоскогубцы ZQ-71-TYFF-0093 ,1
шкала BU-87-7Z0H-4669 Управляющий,шкала BU-87-7Z0H-4669 ,1
паяльник OZ-16-CA58-9221 ,паяльник OZ-16-CA5869221 ,0
гидростатика 73-34-NMRY-0207 Термический,гидростатика 73-34-NMRY-0207 ,1
краскопульт UI-89-QWMT-0780 ,краскопульт FY-49-W6BI-9477 ,0
тисочки W7-89-Y6O1-3778 Микробиологический,эксперимент W7-89-Y6O1-3778 ,1
аналитика 82-65-KHOJ-0946 Архитектурный,аналитика 82-65-KHOJ-0946 ,1
лагерь JV-01-6C2S-8678 Оптический,гидрамеханика JV-01-6C2S-8678 ,1
эксперимент HB-97-XPL1-4318 Гидравлический,эксперимент HB-97-X6L1-4318 ,0
рычаг WK-25-16MH-3269 ,рычаг WK-25-16MH-8269 ,0
аналитика Y3-59-MS0O-2125 ,аналитика Y3-59-M60O-2125 ,0
последовательность 0H-99-UH8Q-2056 Криогенный,структурирование 04-99-UH8Q-2056 Криогенный,0
уровень LU-91-ZFPC-5762 Газодинамический,уровень 2R-79-IUTD-5340 Химический,0
расчет KA-55-EVY9-4645 ,расчет KA-55-EVY9-4695 ,0
цилиндр II-06-6JAV-9710 Регулирующий,пила II-06-6JAV-9710 Радиочастотный,1
фильтр F7-23-DKK5-5650 Гальванический,эксперимент F7-23-DKK5-5650 Безопасностный,1
градусник VD-93-YZ0N-6511 Биотехнологический,градусник VD-93-YZ0N-6511 ,1
компрессор WO-89-XW3R-4632 ,компрессор WO-89-X03R-4632 ,0
клепка XC-25-VV8D-3690 Экологический,клепка XC-25-VV8D-3690 Исследовательский,1
лагерь NY-86-ME0Z-3992 ,лагерь ZQ-60-DJSP-8722 ,0
уровень 2X-75-U1QX-5692 Телекоммуникационный,катушка 2X-75-U1QX-5692 Электрический,1
турбулентность VH-20-T1SL-1816 Кинематический,циркуль VH-20-T1SL-1816 ,1
спарка HG-31-INJE-0329 ,спарка G2-92-EVEQ-3339 ,0
имитация Z8-32-BQZ1-8056 Исследовательский,имитация 1E-16-7RAC-2264 Исследовательский,0
