Исходные данные,Референс,Классификатор 
расчет IZ-38-3OV8-3796 Нанотехнологический,тара IZ-38-3OV8-3796 ,1
настой GF-12-GWC3-0349 Гравитационный,настой YY-09-P9QH-9233 Гравитационный,0
аргон 71-81-8UNS-7573 Архитектурный,холодильник 71-81-8UNS-7573 ,1
доска I9-11-BK0A-7800 ,доска I9-11-BK0A-7300 ,0
нож MS-33-Y373-9345 Металлургический,пульсометр MS-33-Y373-9345 Геотехнический,1
тисочки 0P-29-T8ZC-5983 ,тисочки 0P-29-48ZC-5983 ,0
клапан IP-91-LOFU-9091 ,клапан G5-26-6N54-9114 ,0
фонарь XB-33-F056-9309 Термический,фильтр XB-33-F056-9309 ,1
оврископ W9-43-PYGG-2120 Аэродинамический,ключ W9-43-PYGG-2120 ,1
холодильник C5-83-RS3Z-6120 Биомедицинский,холодильник C5-83-RS3Z-6120 ,1
каталогизация 5W-56-9BJR-3500 Ядерный,каталогизация EW-81-TQ54-1077 Ядерный,0
доска Q7-13-3TTI-2664 Расчетный,доска ZN-57-ZOI2-1136 Расчетный,0
турбулентность W5-97-HTFE-3409 ,турбулентность W5-97-7TFE-3409 ,0
гидростатика WY-41-RDMF-8334 Геотехнический,гидростатика JA-14-M9J3-2660 Геотехнический,0
аппаратура 6S-00-T9GW-1713 Эргономический,аппаратура KH-26-332L-6597 Эргономический,0
структурирование ZF-87-UO1N-0689 Безопасностный,субкультура ZF-87-UO1N-0689 Безопасностный,1
датчик D9-38-ECSE-2148 Гальванический,шуруповерт D9-38-ECSE-2948 Гальванический,0
уровень JD-45-28IQ-6831 Сверхпроводящий,вал JD-45-28IQ-6831 ,1
пульсометр O7-09-A7E9-8068 ,пульсометр O7-09-A7E9-3068 ,0
пассатижи 18-64-XTHB-3088 ,пассатижи 48-64-XTHB-3088 ,0
опробование B2-77-ACRA-6315 Расчетный,настой B2-77-ACRA-6315 ,1
клещ Q8-65-97ME-5895 ,клещ Q8-65-97ME-7895 ,0
стамеска OQ-55-T11I-8893 ,стамеска JN-55-1BOH-5320 ,0
аппаратура KN-65-KYFU-7440 Проектировочный,аппаратура S8-99-I8RZ-8006 Проектировочный,0
турбулентность H8-95-RZEC-5067 ,турбулентность H8-951RZEC-5067 ,0
бита RG-32-CAW3-2684 Нанотехнологический,термометр RG-32-CAW3-2684 ,1
датчик 36-46-9ZXH-9318 Компьютерный,двигатель 36-46-9ZXH-9318 ,1
темномер 9Q-67-5WFQ-9518 Ядерный,темномер 9Q-67-5WFQ-9518 ,1
датчик KT-76-GQFA-6738 Нанотехнологический,датчик KT-76-GQFA-6738 ,1
тиски HE-48-SN6Q-5360 ,тиски 5Q-43-ZNH7-0894 ,0
детектор P3-40-HFTP-1971 ,детектор P3-40-HFTP-1971 ,1
антенна A7-01-OTFS-1548 Управляющий,антенна A7-01-OTFS-1548 ,1
олово 53-78-LW1R-2478 Экологический,олово 53-78-LW13-2478 Экологический,0
тисочки P2-04-LZOV-4695 Геотехнический,тисочки FL-04-N8OD-1565 Механический,0
переименование 0G-80-23BE-1489 Электрический,компрессор 0G-80-23BE-1489 ,1
переименование LP-48-AFOB-9976 Газодинамический,переименование LP-48-AFOB-9976 ,1
цанга 02-76-WRYZ-9701 ,цанга 02-76-WRY4-9701 ,0
якорь K2-03-16HS-1018 ,якорь K2-03-16HS-7018 ,0
струновка M0-29-RRZV-7395 ,струновка M0-29-RRZV37395 ,0
моделирование BR-48-4UL7-9928 Химический,моделирование BR-48-4UL7-9928 ,1
двигатель U0-34-0KBA-2025 ,двигатель U7-34-0KBA-2025 ,0
паста KI-98-9R7S-2220 ,паста PQ-31-JW3G-3817 ,0
диспергирование GI-48-VL7P-2187 ,диспергирование SY-00-RQY2-2998 ,0
такометр 2C-13-PYBS-8769 Технический,такометр 2C-13-PYBS-8769 Ядерный,1
дырокол 6M-72-TTUY-6293 Регулирующий,турбулентность 6M-72-TTUY-6293 ,1
моделирование AU-36-YWY4-6212 Микробиологический,электросверло AU-36-YWY4-6212 ,1
стамеска QF-16-WKLU-8808 ,электродвигатель QF-16-WKLU-8808 ,1
трапеция 7A-71-3813-2623 ,трапеция 7A-71-3813-8623 ,0
дырокол G4-05-QCX7-0734 ,дырокол 9O-03-ISII-6030 ,0
диспергирование NY-18-FF5P-1112 ,диспергирование 0D-20-VNJE-6287 ,0
циркуль 3D-83-85UY-1327 Радиолокационный,циркуль S6-75-JI8P-5804 Пневматический,0
доска RZ-44-ZYV7-9835 Безопасностный,доска RZ-44-ZYV7-1835 Безопасностный,0
аттестация 49-05-3SF3-3678 Электрический,аттестация 49-05-39F3-3678 Электрический,0
диспергирование V9-41-6TGD-8255 Газодинамический,диспергирование V9-41-6TGD-8255 Управляющий,1
струновка IE-11-M5KQ-1148 Автоматический,тара IE-11-M5KQ-1148 ,1
энтузиазм WY-09-07EW-3949 Нанотехнологический,катушка WY-09-07EW-3949 ,1
идеализация 41-67-D6VV-1472 ,идеализация 1C-84-E981-2514 ,0
расчет GO-57-QWG9-5865 ,настой G8-57-QWG9-5865 ,0
компрессор JW-85-FW15-8550 ,компрессор 9G-36-8AJK-6552 ,0
циркуль W2-54-YYGJ-6863 Сверхпроводящий,циркуль W2-54-YYGJ-6803 Сверхпроводящий,0
паста 9A-60-O726-1283 Электрический,двутавр 9A-60-O726-1283 ,1
двигатель EN-30-J9UW-9729 Биотехнологический,гвоздодер EN-30-J9UW-9729 ,1
молоток TF-79-PSY8-1032 Механический,катушка TF-79-PSY8-1032 Геотехнический,1
рычаг AH-39-047U-4471 Радиолокационный,рычаг AH-39-047U-4471 ,1
пассатижи 7P-95-VLLI-9529 ,пассатижи 6X-50-BW2J-9659 ,0
аттестация 7N-69-XEOG-4528 Радиочастотный,аттестация JY-64-9E3A-9386 Радиочастотный,0
программатор YI-90-IJBO-3527 Аэродинамический,программатор YI-90-IJ5O-3527 Аэродинамический,0
рельс A5-72-4BBP-7280 Аэродинамический,отвертка A5-72-4BBP-7280 Аэродинамический,1
диспергирование LF-92-247U-1948 ,диспергирование Q7-76-0HZL-1113 ,0
симуляция WZ-27-6IR8-2540 Управляющий,симуляция 2Z-27-6IR8-2540 Управляющий,0
аргон F8-55-JRVO-1009 Эргономический,аргон 8D-29-0K80-6858 ,0
тент 90-84-1RVR-5132 Регулирующий,ассоциация 90-84-1RVR-5132 ,1
симуляция KB-35-MP5M-4676 ,симуляция JT-40-F1Y5-7580 ,0
оврископ JA-96-KA3N-9662 ,оврископ JA896-KA3N-9662 ,0
олово GP-16-DQ5A-9813 Микробиологический,олово I3-65-CJWG-0333 Микробиологический,0
клепка LC-46-JSJ6-7260 ,цанга LC-46-JSJ6-7260 ,1
эксперимент 6D-71-502P-7802 Автоматический,эксперимент 6D-71-502P-7602 Автоматический,0
субкультура SS-16-XV7S-2834 ,субкультура KF-60-BZ6R-9991 ,0
рельс 5U-06-3GXR-7509 Гравитационный,энтузиазм 5U-06-3GXR-7509 Тепловой,1
холодильник 9I-12-RBP8-2581 Управляющий,гидростатика 9I-12-RBP8-2581 Акустический,1
уровень C3-35-I3C8-6598 Фотографический,электросверло C3-35-I3C8-6598 Гравитационный,1
переименование 0U-06-4VNJ-8069 Акустический,переименование YA-68-OGC4-1881 ,0
крюки 7U-77-RKJP-8157 Криогенный,пассатижи 7U-77-RKJP-8157 ,1
расчет PZ-02-OK8C-3989 Радиочастотный,клещи PZ-02-OK8C-3989 ,1
клапан K5-61-0PCR-3769 Химический,шуруповерт K5-61-0PCR-3769 Кинематический,1
электросверло 3Z-55-ABT0-1337 Геотехнический,тиски 3Z-55-ABT0-1337 ,1
идеализация 2K-47-QQDH-4802 Криогенный,идеализация DR-15-UJV7-4226 ,0
эксперимент 61-00-7N3D-9765 ,эксперимент 61300-7N3D-9765 ,0
расчет FC-09-1NB7-2913 Радиотехнический,настой FC-09-1NB7-2913 Энергетический,1
клещи GY-43-DX80-5785 Геотехнический,клещи KW-63-OFDX-1853 Геотехнический,0
клещи 19-52-4WIT-5168 Термический,симуляция 19-52-4WIT-5168 Термический,1
уровень WA-07-AZJH-2611 ,уровень WA-07-AZJH42611 ,0
электродвигатель 4V-08-EW2Y-6517 Пневматический,электродвигатель GI-73-3YC1-0374 Пневматический,0
игла JE-16-ZXE3-5113 Гальванический,кисточка JE-16-ZXE3-5113 Аэродинамический,1
эксперимент O9-39-3RZD-8139 Металлургический,врезка O9-39-3RZD-8139 ,1
клепка LG-61-36LB-7028 Радиочастотный,паяльник LG-61-36LB-7028 ,1
циркуль 4T-49-OFTE-3332 Проектировочный,циркуль 3H-17-PO7S-7542 Проектировочный,0
субкультура OW-91-10DO-4483 Механический,эксперимент OW-91-10DO-4483 ,1
щетка 2D-56-JDK1-9527 ,электродвигатель 2D-56-JDK1-9527 ,1
ассоциация PN-90-XFDS-2823 Силовой,ассоциация PN-40-XFDS-2823 Силовой,0
структурирование DQ-81-V135-9671 Технический,структурирование T2-52-6VTV-3329 Технический,0
жесткость BZ-99-H7XL-2946 ,жесткость 82-08-GYK5-4624 ,0
клещи D3-21-2OFY-7267 Автоматический,клещи D3-21-2OFY-7267 ,1
пульсометр 2U-23-KYQD-8844 ,пульсометр QD-33-TY23-9866 ,0
расчет MS-55-V5YM-5039 Регулирующий,опробование MS-55-V5YM-5039 ,1
крюки MO-51-P4JZ-3120 Гравитационный,крюки MO-518P4JZ-3120 Гравитационный,0
дырокол L1-28-XRG5-5794 ,реостат L1-28-XRG5-5794 ,1
паяльник JI-04-ZANI-6642 Безопасностный,паяльник JI-04-ZANI-6672 ,0
лента I3-70-HTB6-6634 Аэродинамический,кисточка I3-70-HTB6-6634 ,1
трапеция 91-95-PZKA-9790 ,трапеция WS-99-L3MF-5366 ,0
паста FT-21-3Z58-2160 ,паста 2B-64-TP7L-1717 ,0
рельс VG-59-S9XW-4885 Ядерный,клещи VG-59-S9XW-4885 ,1
гирокомпас YU-08-94GM-9601 Метрологический,гирокомпас YU-08-94GM-9601 ,1
олово V2-53-NPP6-9361 ,олово 0K-72-7AZJ-3103 ,0
амортизация V0-28-BJAF-3493 Технический,сварка V0-28-BJAF-3493 ,1
сварка ZM-62-HLSP-4417 Фотографический,доска ZM-62-HLSP-4417 ,1
нож XU-47-GOAT-3911 Эргономический,плоскогубцы XU-47-GOAT-3911 ,1
клапан TA-75-78PX-6903 Криогенный,оврископ TA-75-78PX-6903 ,1
катушка RU-05-VNNS-7619 Лазерный,амортизация RU-05-VNNS-7619 ,1
переименование LI-48-X1QG-8363 ,переименование LI448-X1QG-8363 ,0
двутавр XI-91-1EDZ-9907 Вибрационный,двутавр ZV-21-ITFY-8291 Вибрационный,0
шкала FX-28-D794-9146 Механический,аргон FX-28-D794-9146 ,1
каталогизация ZB-79-VEY9-5695 ,проточка ZB-79-VEY9-5695 ,1
субкультура FJ-14-O4XR-3433 ,субкультура 56-04-4Q1F-5417 ,0
электродвигатель HM-27-Z1JB-9182 ,электродвигатель ZD-82-VXUQ-0127 ,0
оврископ 4N-24-G2YJ-6202 Оптический,пульсометр 4N-24-G2YJ-6202 Экологический,1
вал EX-50-YURB-9893 Конструктивный,вал EX-50-YURB-9833 Конструктивный,0
вихрь B1-38-YFBB-5130 Тепловой,тент B1-38-YFBB-5130 ,1
пилка E5-37-ZWNO-7193 ,рулетка E5-37-ZWNO-7193 ,1
паяльник UU-33-P5GW-5635 Безопасностный,детектор UU-33-P5GW-5635 Регулирующий,1
рулетка NW-08-GB05-9965 Телекоммуникационный,рычаг NW-08-GB05-9965 ,1
краскопульт L0-66-BEK2-1195 Радиотехнический,краскопульт L0-66-2EK2-1195 Радиотехнический,0
каталогизация J8-38-YXEQ-4483 ,идеализация J8-38-YXEQ-4483 ,1
гидрамеханика UZ-41-D0CJ-8248 Геотехнический,гидрамеханика UZ-41-D0CJ-8248 ,1
тиски AK-50-KMKC-1943 Робототехнический,тиски YP-59-075C-1626 ,0
тара YW-53-RTPG-4863 ,тара YW-53-RTPG-4663 ,0
паста 00-19-PZ9T-5051 ,паста C3-88-Y3D0-6537 ,0
тренога SQ-68-2QSH-5747 Металлургический,рулетка SQ-68-2QSH-5747 Безопасностный,1
молоток 61-51-3HI8-7285 Безопасностный,молоток 61-51-3HI8-7285 ,1
гирокомпас XK-71-A82P-0357 Технический,шпатель XK-71-A82P-0357 ,1
рулетка K0-36-IUM3-1728 Управляющий,двигатель K0-36-IUM3-1728 Металлургический,1
темномер I7-66-OOCC-7354 Регулирующий,имитация I7-66-OOCC-7354 ,1
такометр N0-34-C5Y7-5822 ,такометр N0-349C5Y7-5822 ,0
клепка 3I-71-L093-9482 Метрологический,клепка 3I-71-L093-8482 ,0
бита 06-40-V3RV-1477 Метрологический,бита 06-40-V3RV-1477 Регулирующий,1
струновка 1I-58-4XD9-8245 ,струновка IE-91-Z0TK-4098 ,0
